 point             x              y          zone  nugget  sill           a         hanis     bearing
 K2210_1           -25.000         25.000       2  0.0     1.0            284.246   1.0       0.0
 K2210_2           185.000         25.000       2  0.0     1.0            253.492   1.0       0.0
 K2210_3           -25.000       -185.000       2  0.0     1.0            231.746   1.0       0.0
 K2210_4           185.000       -185.000       2  0.0     1.0            210.000   1.0       0.0
 K2210_5           395.000       -185.000       2  0.0     1.0            253.492   1.0       0.0
 K2210_6           -25.000       -395.000       2  0.0     1.0            231.746   1.0       0.0
 K2210_7           185.000       -395.000       2  0.0     1.0            210.000   1.0       0.0
 K2210_8           395.000       -395.000       2  0.0     1.0            210.000   1.0       0.0
 K2210_9           605.000       -395.000       2  0.0     1.0            253.492   1.0       0.0
 K2210_10          -25.000       -605.000       2  0.0     1.0            231.746   1.0       0.0
 K2210_11          185.000       -605.000       2  0.0     1.0            210.000   1.0       0.0
 K2210_12          395.000       -605.000       2  0.0     1.0            210.000   1.0       0.0
 K2210_13          605.000       -605.000       2  0.0     1.0            210.000   1.0       0.0
 K2210_14          815.000       -605.000       2  0.0     1.0            253.492   1.0       0.0
 K2210_15          -25.000       -815.000       2  0.0     1.0            231.746   1.0       0.0
 K2210_16          185.000       -815.000       2  0.0     1.0            210.000   1.0       0.0
 K2210_17          395.000       -815.000       2  0.0     1.0            210.000   1.0       0.0
 K2210_18          605.000       -815.000       2  0.0     1.0            210.000   1.0       0.0
 K2210_19          815.000       -815.000       2  0.0     1.0            210.000   1.0       0.0
 K2210_20         1025.000       -815.000       2  0.0     1.0            253.492   1.0       0.0
 K2210_21          -25.000      -1025.000       2  0.0     1.0            284.246   1.0       0.0
 K2210_22          185.000      -1025.000       2  0.0     1.0            231.746   1.0       0.0
 K2210_23          395.000      -1025.000       2  0.0     1.0            231.746   1.0       0.0
 K2210_24          605.000      -1025.000       2  0.0     1.0            231.746   1.0       0.0
 K2210_25          815.000      -1025.000       2  0.0     1.0            231.746   1.0       0.0
 K2210_26         1025.000      -1025.000       2  0.0     1.0            284.246   1.0       0.0
