 point             x              y          zone  nugget  sill           a         hanis     bearing
 2_1              1522.302       8725.879       1  0.0     1.0           1353.553   1.0       0.0
 2_2              2522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 2_3              3522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 2_4              4522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 2_5              5522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 2_6              6522.302       8725.879       1  0.0     1.0           1353.553   1.0       0.0
 2_7              1522.302       7725.879       1  0.0     1.0           1103.553   1.0       0.0
 2_8              2522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 2_9              3522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 2_10             4522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 2_11             5522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 2_12             6522.302       7725.879       1  0.0     1.0           1103.553   1.0       0.0
 2_13             1522.302       6725.879       1  0.0     1.0           1103.553   1.0       0.0
 2_14             2522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 2_15             3522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 2_16             4522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 2_17             5522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 2_18             6522.302       6725.879       1  0.0     1.0           1103.553   1.0       0.0
 2_19             1522.302       5725.879       1  0.0     1.0           1103.553   1.0       0.0
 2_20             2522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 2_21             3522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 2_22             4522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 2_23             5522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 2_24             6522.302       5725.879       1  0.0     1.0           1103.553   1.0       0.0
 2_25             1522.302       4725.879       1  0.0     1.0           1103.553   1.0       0.0
 2_26             2522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 2_27             3522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 2_28             4522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 2_29             5522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 2_30             6522.302       4725.879       1  0.0     1.0           1103.553   1.0       0.0
 2_31             1522.302       3725.879       1  0.0     1.0           1103.553   1.0       0.0
 2_32             2522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 2_33             3522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 2_34             4522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 2_35             5522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 2_36             6522.302       3725.879       1  0.0     1.0           1103.553   1.0       0.0
 2_37             1522.302       2725.879       1  0.0     1.0           1353.553   1.0       0.0
 2_38             2522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 2_39             3522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 2_40             4522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 2_41             5522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 2_42             6522.302       2725.879       1  0.0     1.0           1353.553   1.0       0.0
