 point             x              y          zone  nugget  sill           a         hanis     bearing
 K4_1              -25.000         25.000       2  0.0     1.0            284.246   1.0       0.0
 K4_2              185.000         25.000       2  0.0     1.0            253.492   1.0       0.0
 K4_3              -25.000       -185.000       2  0.0     1.0            231.746   1.0       0.0
 K4_4              185.000       -185.000       2  0.0     1.0            210.000   1.0       0.0
 K4_5              395.000       -185.000       2  0.0     1.0            253.492   1.0       0.0
 K4_6              -25.000       -395.000       2  0.0     1.0            231.746   1.0       0.0
 K4_7              185.000       -395.000       2  0.0     1.0            210.000   1.0       0.0
 K4_8              395.000       -395.000       2  0.0     1.0            210.000   1.0       0.0
 K4_9              605.000       -395.000       2  0.0     1.0            253.492   1.0       0.0
 K4_10             -25.000       -605.000       2  0.0     1.0            231.746   1.0       0.0
 K4_11             185.000       -605.000       2  0.0     1.0            210.000   1.0       0.0
 K4_12             395.000       -605.000       2  0.0     1.0            210.000   1.0       0.0
 K4_13             605.000       -605.000       2  0.0     1.0            210.000   1.0       0.0
 K4_14             815.000       -605.000       2  0.0     1.0            253.492   1.0       0.0
 K4_15             -25.000       -815.000       2  0.0     1.0            231.746   1.0       0.0
 K4_16             185.000       -815.000       2  0.0     1.0            210.000   1.0       0.0
 K4_17             395.000       -815.000       2  0.0     1.0            210.000   1.0       0.0
 K4_18             605.000       -815.000       2  0.0     1.0            210.000   1.0       0.0
 K4_19             815.000       -815.000       2  0.0     1.0            210.000   1.0       0.0
 K4_20            1025.000       -815.000       2  0.0     1.0            253.492   1.0       0.0
 K4_21             -25.000      -1025.000       2  0.0     1.0            284.246   1.0       0.0
 K4_22             185.000      -1025.000       2  0.0     1.0            231.746   1.0       0.0
 K4_23             395.000      -1025.000       2  0.0     1.0            231.746   1.0       0.0
 K4_24             605.000      -1025.000       2  0.0     1.0            231.746   1.0       0.0
 K4_25             815.000      -1025.000       2  0.0     1.0            231.746   1.0       0.0
 K4_26            1025.000      -1025.000       2  0.0     1.0            284.246   1.0       0.0
