 point             x              y          zone  nugget  sill           a         hanis     bearing
 K1_1              -25.000         25.000       1  0.0     1.0            284.246   1.0       0.0
 K1_2              185.000         25.000       1  0.0     1.0            231.746   1.0       0.0
 K1_3              395.000         25.000       1  0.0     1.0            231.746   1.0       0.0
 K1_4              605.000         25.000       1  0.0     1.0            231.746   1.0       0.0
 K1_5              815.000         25.000       1  0.0     1.0            231.746   1.0       0.0
 K1_6             1025.000         25.000       1  0.0     1.0            284.246   1.0       0.0
 K1_7              -25.000       -185.000       1  0.0     1.0            253.492   1.0       0.0
 K1_8              185.000       -185.000       1  0.0     1.0            210.000   1.0       0.0
 K1_9              395.000       -185.000       1  0.0     1.0            210.000   1.0       0.0
 K1_10             605.000       -185.000       1  0.0     1.0            210.000   1.0       0.0
 K1_11             815.000       -185.000       1  0.0     1.0            210.000   1.0       0.0
 K1_12            1025.000       -185.000       1  0.0     1.0            231.746   1.0       0.0
 K1_13             185.000       -395.000       1  0.0     1.0            253.492   1.0       0.0
 K1_14             395.000       -395.000       1  0.0     1.0            210.000   1.0       0.0
 K1_15             605.000       -395.000       1  0.0     1.0            210.000   1.0       0.0
 K1_16             815.000       -395.000       1  0.0     1.0            210.000   1.0       0.0
 K1_17            1025.000       -395.000       1  0.0     1.0            231.746   1.0       0.0
 K1_18             395.000       -605.000       1  0.0     1.0            253.492   1.0       0.0
 K1_19             605.000       -605.000       1  0.0     1.0            210.000   1.0       0.0
 K1_20             815.000       -605.000       1  0.0     1.0            210.000   1.0       0.0
 K1_21            1025.000       -605.000       1  0.0     1.0            231.746   1.0       0.0
 K1_22             605.000       -815.000       1  0.0     1.0            253.492   1.0       0.0
 K1_23             815.000       -815.000       1  0.0     1.0            210.000   1.0       0.0
 K1_24            1025.000       -815.000       1  0.0     1.0            231.746   1.0       0.0
 K1_25             815.000      -1025.000       1  0.0     1.0            253.492   1.0       0.0
 K1_26            1025.000      -1025.000       1  0.0     1.0            284.246   1.0       0.0
