 point             x              y          zone  nugget  sill           a         hanis     bearing
 COMPMA10_1       1522.302       8725.879       1  0.0     1.0           1353.553   1.0       0.0
 COMPMA10_2       2522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA10_3       3522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA10_4       4522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA10_5       5522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA10_6       6522.302       8725.879       1  0.0     1.0           1353.553   1.0       0.0
 COMPMA10_7       1522.302       7725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA10_8       2522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA10_9       3522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA10_10      4522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA10_11      5522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA10_12      6522.302       7725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA10_13      1522.302       6725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA10_14      2522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA10_15      3522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA10_16      4522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA10_17      5522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA10_18      6522.302       6725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA10_19      1522.302       5725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA10_20      2522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA10_21      3522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA10_22      4522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA10_23      5522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA10_24      6522.302       5725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA10_25      1522.302       4725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA10_26      2522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA10_27      3522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA10_28      4522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA10_29      5522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA10_30      6522.302       4725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA10_31      1522.302       3725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA10_32      2522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA10_33      3522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA10_34      4522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA10_35      5522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA10_36      6522.302       3725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA10_37      1522.302       2725.879       1  0.0     1.0           1353.553   1.0       0.0
 COMPMA10_38      2522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA10_39      3522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA10_40      4522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA10_41      5522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA10_42      6522.302       2725.879       1  0.0     1.0           1353.553   1.0       0.0
