 point             x              y          zone  nugget  sill           a         hanis     bearing
 SGA15_1          1522.302       8725.879       1  0.0     1.0           1353.553   1.0       0.0
 SGA15_2          2522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 SGA15_3          3522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 SGA15_4          4522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 SGA15_5          5522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 SGA15_6          6522.302       8725.879       1  0.0     1.0           1353.553   1.0       0.0
 SGA15_7          1522.302       7725.879       1  0.0     1.0           1103.553   1.0       0.0
 SGA15_8          2522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 SGA15_9          3522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 SGA15_10         4522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 SGA15_11         5522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 SGA15_12         6522.302       7725.879       1  0.0     1.0           1103.553   1.0       0.0
 SGA15_13         1522.302       6725.879       1  0.0     1.0           1103.553   1.0       0.0
 SGA15_14         2522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 SGA15_15         3522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 SGA15_16         4522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 SGA15_17         5522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 SGA15_18         6522.302       6725.879       1  0.0     1.0           1103.553   1.0       0.0
 SGA15_19         1522.302       5725.879       1  0.0     1.0           1103.553   1.0       0.0
 SGA15_20         2522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 SGA15_21         3522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 SGA15_22         4522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 SGA15_23         5522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 SGA15_24         6522.302       5725.879       1  0.0     1.0           1103.553   1.0       0.0
 SGA15_25         1522.302       4725.879       1  0.0     1.0           1103.553   1.0       0.0
 SGA15_26         2522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 SGA15_27         3522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 SGA15_28         4522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 SGA15_29         5522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 SGA15_30         6522.302       4725.879       1  0.0     1.0           1103.553   1.0       0.0
 SGA15_31         1522.302       3725.879       1  0.0     1.0           1103.553   1.0       0.0
 SGA15_32         2522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 SGA15_33         3522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 SGA15_34         4522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 SGA15_35         5522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 SGA15_36         6522.302       3725.879       1  0.0     1.0           1103.553   1.0       0.0
 SGA15_37         1522.302       2725.879       1  0.0     1.0           1353.553   1.0       0.0
 SGA15_38         2522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 SGA15_39         3522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 SGA15_40         4522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 SGA15_41         5522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 SGA15_42         6522.302       2725.879       1  0.0     1.0           1353.553   1.0       0.0
