 point             x              y          zone  nugget  sill           a         hanis     bearing
 1_1              1522.302       8725.879       1  0.0     1.0           1353.553   1.0       0.0
 1_2              2522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 1_3              3522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 1_4              4522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 1_5              5522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 1_6              6522.302       8725.879       1  0.0     1.0           1353.553   1.0       0.0
 1_7              1522.302       7725.879       1  0.0     1.0           1103.553   1.0       0.0
 1_8              2522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 1_9              3522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 1_10             4522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 1_11             5522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 1_12             6522.302       7725.879       1  0.0     1.0           1103.553   1.0       0.0
 1_13             1522.302       6725.879       1  0.0     1.0           1103.553   1.0       0.0
 1_14             2522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 1_15             3522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 1_16             4522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 1_17             5522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 1_18             6522.302       6725.879       1  0.0     1.0           1103.553   1.0       0.0
 1_19             1522.302       5725.879       1  0.0     1.0           1103.553   1.0       0.0
 1_20             2522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 1_21             3522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 1_22             4522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 1_23             5522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 1_24             6522.302       5725.879       1  0.0     1.0           1103.553   1.0       0.0
 1_25             1522.302       4725.879       1  0.0     1.0           1103.553   1.0       0.0
 1_26             2522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 1_27             3522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 1_28             4522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 1_29             5522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 1_30             6522.302       4725.879       1  0.0     1.0           1103.553   1.0       0.0
 1_31             1522.302       3725.879       1  0.0     1.0           1103.553   1.0       0.0
 1_32             2522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 1_33             3522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 1_34             4522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 1_35             5522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 1_36             6522.302       3725.879       1  0.0     1.0           1103.553   1.0       0.0
 1_37             1522.302       2725.879       1  0.0     1.0           1353.553   1.0       0.0
 1_38             2522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 1_39             3522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 1_40             4522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 1_41             5522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 1_42             6522.302       2725.879       1  0.0     1.0           1353.553   1.0       0.0
