 point             x              y          zone  nugget  sill           a         hanis     bearing
 CS11_1           1522.302       8725.879       1  0.0     1.0           1353.553   1.0       0.0
 CS11_2           2522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 CS11_3           3522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 CS11_4           4522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 CS11_5           5522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 CS11_6           6522.302       8725.879       1  0.0     1.0           1353.553   1.0       0.0
 CS11_7           1522.302       7725.879       1  0.0     1.0           1103.553   1.0       0.0
 CS11_8           2522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 CS11_9           3522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 CS11_10          4522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 CS11_11          5522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 CS11_12          6522.302       7725.879       1  0.0     1.0           1103.553   1.0       0.0
 CS11_13          1522.302       6725.879       1  0.0     1.0           1103.553   1.0       0.0
 CS11_14          2522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 CS11_15          3522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 CS11_16          4522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 CS11_17          5522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 CS11_18          6522.302       6725.879       1  0.0     1.0           1103.553   1.0       0.0
 CS11_19          1522.302       5725.879       1  0.0     1.0           1103.553   1.0       0.0
 CS11_20          2522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 CS11_21          3522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 CS11_22          4522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 CS11_23          5522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 CS11_24          6522.302       5725.879       1  0.0     1.0           1103.553   1.0       0.0
 CS11_25          1522.302       4725.879       1  0.0     1.0           1103.553   1.0       0.0
 CS11_26          2522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 CS11_27          3522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 CS11_28          4522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 CS11_29          5522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 CS11_30          6522.302       4725.879       1  0.0     1.0           1103.553   1.0       0.0
 CS11_31          1522.302       3725.879       1  0.0     1.0           1103.553   1.0       0.0
 CS11_32          2522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 CS11_33          3522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 CS11_34          4522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 CS11_35          5522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 CS11_36          6522.302       3725.879       1  0.0     1.0           1103.553   1.0       0.0
 CS11_37          1522.302       2725.879       1  0.0     1.0           1353.553   1.0       0.0
 CS11_38          2522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 CS11_39          3522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 CS11_40          4522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 CS11_41          5522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 CS11_42          6522.302       2725.879       1  0.0     1.0           1353.553   1.0       0.0
