 point             x              y          zone  nugget  sill           a         hanis     bearing
 K2_1              -25.000         25.000       2  0.0     1.0            284.246   1.0       0.0
 K2_2              185.000         25.000       2  0.0     1.0            253.492   1.0       0.0
 K2_3              -25.000       -185.000       2  0.0     1.0            231.746   1.0       0.0
 K2_4              185.000       -185.000       2  0.0     1.0            210.000   1.0       0.0
 K2_5              395.000       -185.000       2  0.0     1.0            253.492   1.0       0.0
 K2_6              -25.000       -395.000       2  0.0     1.0            231.746   1.0       0.0
 K2_7              185.000       -395.000       2  0.0     1.0            210.000   1.0       0.0
 K2_8              395.000       -395.000       2  0.0     1.0            210.000   1.0       0.0
 K2_9              605.000       -395.000       2  0.0     1.0            253.492   1.0       0.0
 K2_10             -25.000       -605.000       2  0.0     1.0            231.746   1.0       0.0
 K2_11             185.000       -605.000       2  0.0     1.0            210.000   1.0       0.0
 K2_12             395.000       -605.000       2  0.0     1.0            210.000   1.0       0.0
 K2_13             605.000       -605.000       2  0.0     1.0            210.000   1.0       0.0
 K2_14             815.000       -605.000       2  0.0     1.0            253.492   1.0       0.0
 K2_15             -25.000       -815.000       2  0.0     1.0            231.746   1.0       0.0
 K2_16             185.000       -815.000       2  0.0     1.0            210.000   1.0       0.0
 K2_17             395.000       -815.000       2  0.0     1.0            210.000   1.0       0.0
 K2_18             605.000       -815.000       2  0.0     1.0            210.000   1.0       0.0
 K2_19             815.000       -815.000       2  0.0     1.0            210.000   1.0       0.0
 K2_20            1025.000       -815.000       2  0.0     1.0            253.492   1.0       0.0
 K2_21             -25.000      -1025.000       2  0.0     1.0            284.246   1.0       0.0
 K2_22             185.000      -1025.000       2  0.0     1.0            231.746   1.0       0.0
 K2_23             395.000      -1025.000       2  0.0     1.0            231.746   1.0       0.0
 K2_24             605.000      -1025.000       2  0.0     1.0            231.746   1.0       0.0
 K2_25             815.000      -1025.000       2  0.0     1.0            231.746   1.0       0.0
 K2_26            1025.000      -1025.000       2  0.0     1.0            284.246   1.0       0.0
