 point             x              y          zone  nugget  sill           a         hanis     bearing
 PMX20_1          1522.302       8725.879       1  0.0     1.0           1353.553   1.0       0.0
 PMX20_2          2522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 PMX20_3          3522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 PMX20_4          4522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 PMX20_5          5522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 PMX20_6          6522.302       8725.879       1  0.0     1.0           1353.553   1.0       0.0
 PMX20_7          1522.302       7725.879       1  0.0     1.0           1103.553   1.0       0.0
 PMX20_8          2522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 PMX20_9          3522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 PMX20_10         4522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 PMX20_11         5522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 PMX20_12         6522.302       7725.879       1  0.0     1.0           1103.553   1.0       0.0
 PMX20_13         1522.302       6725.879       1  0.0     1.0           1103.553   1.0       0.0
 PMX20_14         2522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 PMX20_15         3522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 PMX20_16         4522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 PMX20_17         5522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 PMX20_18         6522.302       6725.879       1  0.0     1.0           1103.553   1.0       0.0
 PMX20_19         1522.302       5725.879       1  0.0     1.0           1103.553   1.0       0.0
 PMX20_20         2522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 PMX20_21         3522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 PMX20_22         4522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 PMX20_23         5522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 PMX20_24         6522.302       5725.879       1  0.0     1.0           1103.553   1.0       0.0
 PMX20_25         1522.302       4725.879       1  0.0     1.0           1103.553   1.0       0.0
 PMX20_26         2522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 PMX20_27         3522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 PMX20_28         4522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 PMX20_29         5522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 PMX20_30         6522.302       4725.879       1  0.0     1.0           1103.553   1.0       0.0
 PMX20_31         1522.302       3725.879       1  0.0     1.0           1103.553   1.0       0.0
 PMX20_32         2522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 PMX20_33         3522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 PMX20_34         4522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 PMX20_35         5522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 PMX20_36         6522.302       3725.879       1  0.0     1.0           1103.553   1.0       0.0
 PMX20_37         1522.302       2725.879       1  0.0     1.0           1353.553   1.0       0.0
 PMX20_38         2522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 PMX20_39         3522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 PMX20_40         4522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 PMX20_41         5522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 PMX20_42         6522.302       2725.879       1  0.0     1.0           1353.553   1.0       0.0
