 point             x              y          zone  nugget  sill           a         hanis     bearing
 K227_1            -25.000         25.000       1  0.0     1.0            284.246   1.0       0.0
 K227_2            185.000         25.000       1  0.0     1.0            231.746   1.0       0.0
 K227_3            395.000         25.000       1  0.0     1.0            231.746   1.0       0.0
 K227_4            605.000         25.000       1  0.0     1.0            231.746   1.0       0.0
 K227_5            815.000         25.000       1  0.0     1.0            231.746   1.0       0.0
 K227_6           1025.000         25.000       1  0.0     1.0            284.246   1.0       0.0
 K227_7            -25.000       -185.000       1  0.0     1.0            253.492   1.0       0.0
 K227_8            185.000       -185.000       1  0.0     1.0            210.000   1.0       0.0
 K227_9            395.000       -185.000       1  0.0     1.0            210.000   1.0       0.0
 K227_10           605.000       -185.000       1  0.0     1.0            210.000   1.0       0.0
 K227_11           815.000       -185.000       1  0.0     1.0            210.000   1.0       0.0
 K227_12          1025.000       -185.000       1  0.0     1.0            231.746   1.0       0.0
 K227_13           185.000       -395.000       1  0.0     1.0            253.492   1.0       0.0
 K227_14           395.000       -395.000       1  0.0     1.0            210.000   1.0       0.0
 K227_15           605.000       -395.000       1  0.0     1.0            210.000   1.0       0.0
 K227_16           815.000       -395.000       1  0.0     1.0            210.000   1.0       0.0
 K227_17          1025.000       -395.000       1  0.0     1.0            231.746   1.0       0.0
 K227_18           395.000       -605.000       1  0.0     1.0            253.492   1.0       0.0
 K227_19           605.000       -605.000       1  0.0     1.0            210.000   1.0       0.0
 K227_20           815.000       -605.000       1  0.0     1.0            210.000   1.0       0.0
 K227_21          1025.000       -605.000       1  0.0     1.0            231.746   1.0       0.0
 K227_22           605.000       -815.000       1  0.0     1.0            253.492   1.0       0.0
 K227_23           815.000       -815.000       1  0.0     1.0            210.000   1.0       0.0
 K227_24          1025.000       -815.000       1  0.0     1.0            231.746   1.0       0.0
 K227_25           815.000      -1025.000       1  0.0     1.0            253.492   1.0       0.0
 K227_26          1025.000      -1025.000       1  0.0     1.0            284.246   1.0       0.0
