 point             x              y          zone  nugget  sill           a         hanis     bearing
 K3_1             -100.000        100.000       1  0.0     1.0            406.066   1.0       0.0
 K3_2              200.000        100.000       1  0.0     1.0            331.066   1.0       0.0
 K3_3              500.000        100.000       1  0.0     1.0            331.066   1.0       0.0
 K3_4              800.000        100.000       1  0.0     1.0            331.066   1.0       0.0
 K3_5             1100.000        100.000       1  0.0     1.0            406.066   1.0       0.0
 K3_6             -100.000       -200.000       1  0.0     1.0            331.066   1.0       0.0
 K3_7              200.000       -200.000       1  0.0     1.0            300.000   1.0       0.0
 K3_8              500.000       -200.000       1  0.0     1.0            300.000   1.0       0.0
 K3_9              800.000       -200.000       1  0.0     1.0            300.000   1.0       0.0
 K3_10            1100.000       -200.000       1  0.0     1.0            331.066   1.0       0.0
 K3_11            -100.000       -500.000       1  0.0     1.0            331.066   1.0       0.0
 K3_12             200.000       -500.000       1  0.0     1.0            300.000   1.0       0.0
 K3_13             500.000       -500.000       1  0.0     1.0            300.000   1.0       0.0
 K3_14             800.000       -500.000       1  0.0     1.0            300.000   1.0       0.0
 K3_15            1100.000       -500.000       1  0.0     1.0            331.066   1.0       0.0
 K3_16            -100.000       -800.000       1  0.0     1.0            331.066   1.0       0.0
 K3_17             200.000       -800.000       1  0.0     1.0            300.000   1.0       0.0
 K3_18             500.000       -800.000       1  0.0     1.0            300.000   1.0       0.0
 K3_19             800.000       -800.000       1  0.0     1.0            300.000   1.0       0.0
 K3_20            1100.000       -800.000       1  0.0     1.0            331.066   1.0       0.0
 K3_21            -100.000      -1100.000       1  0.0     1.0            406.066   1.0       0.0
 K3_22             200.000      -1100.000       1  0.0     1.0            331.066   1.0       0.0
 K3_23             500.000      -1100.000       1  0.0     1.0            331.066   1.0       0.0
 K3_24             800.000      -1100.000       1  0.0     1.0            331.066   1.0       0.0
 K3_25            1100.000      -1100.000       1  0.0     1.0            406.066   1.0       0.0
