 point             x              y          zone  nugget  sill           a         hanis     bearing
 K6_1              -25.000         25.000       2  0.0     1.0            284.246   1.0       0.0
 K6_2              185.000         25.000       2  0.0     1.0            253.492   1.0       0.0
 K6_3              -25.000       -185.000       2  0.0     1.0            231.746   1.0       0.0
 K6_4              185.000       -185.000       2  0.0     1.0            210.000   1.0       0.0
 K6_5              395.000       -185.000       2  0.0     1.0            253.492   1.0       0.0
 K6_6              -25.000       -395.000       2  0.0     1.0            231.746   1.0       0.0
 K6_7              185.000       -395.000       2  0.0     1.0            210.000   1.0       0.0
 K6_8              395.000       -395.000       2  0.0     1.0            210.000   1.0       0.0
 K6_9              605.000       -395.000       2  0.0     1.0            253.492   1.0       0.0
 K6_10             -25.000       -605.000       2  0.0     1.0            231.746   1.0       0.0
 K6_11             185.000       -605.000       2  0.0     1.0            210.000   1.0       0.0
 K6_12             395.000       -605.000       2  0.0     1.0            210.000   1.0       0.0
 K6_13             605.000       -605.000       2  0.0     1.0            210.000   1.0       0.0
 K6_14             815.000       -605.000       2  0.0     1.0            253.492   1.0       0.0
 K6_15             -25.000       -815.000       2  0.0     1.0            231.746   1.0       0.0
 K6_16             185.000       -815.000       2  0.0     1.0            210.000   1.0       0.0
 K6_17             395.000       -815.000       2  0.0     1.0            210.000   1.0       0.0
 K6_18             605.000       -815.000       2  0.0     1.0            210.000   1.0       0.0
 K6_19             815.000       -815.000       2  0.0     1.0            210.000   1.0       0.0
 K6_20            1025.000       -815.000       2  0.0     1.0            253.492   1.0       0.0
 K6_21             -25.000      -1025.000       2  0.0     1.0            284.246   1.0       0.0
 K6_22             185.000      -1025.000       2  0.0     1.0            231.746   1.0       0.0
 K6_23             395.000      -1025.000       2  0.0     1.0            231.746   1.0       0.0
 K6_24             605.000      -1025.000       2  0.0     1.0            231.746   1.0       0.0
 K6_25             815.000      -1025.000       2  0.0     1.0            231.746   1.0       0.0
 K6_26            1025.000      -1025.000       2  0.0     1.0            284.246   1.0       0.0
