 point             x              y          zone  nugget  sill           a         hanis     bearing
 K2211_1           -25.000         25.000       1  0.0     1.0            284.246   1.0       0.0
 K2211_2           185.000         25.000       1  0.0     1.0            231.746   1.0       0.0
 K2211_3           395.000         25.000       1  0.0     1.0            231.746   1.0       0.0
 K2211_4           605.000         25.000       1  0.0     1.0            231.746   1.0       0.0
 K2211_5           815.000         25.000       1  0.0     1.0            231.746   1.0       0.0
 K2211_6          1025.000         25.000       1  0.0     1.0            284.246   1.0       0.0
 K2211_7           -25.000       -185.000       1  0.0     1.0            253.492   1.0       0.0
 K2211_8           185.000       -185.000       1  0.0     1.0            210.000   1.0       0.0
 K2211_9           395.000       -185.000       1  0.0     1.0            210.000   1.0       0.0
 K2211_10          605.000       -185.000       1  0.0     1.0            210.000   1.0       0.0
 K2211_11          815.000       -185.000       1  0.0     1.0            210.000   1.0       0.0
 K2211_12         1025.000       -185.000       1  0.0     1.0            231.746   1.0       0.0
 K2211_13          185.000       -395.000       1  0.0     1.0            253.492   1.0       0.0
 K2211_14          395.000       -395.000       1  0.0     1.0            210.000   1.0       0.0
 K2211_15          605.000       -395.000       1  0.0     1.0            210.000   1.0       0.0
 K2211_16          815.000       -395.000       1  0.0     1.0            210.000   1.0       0.0
 K2211_17         1025.000       -395.000       1  0.0     1.0            231.746   1.0       0.0
 K2211_18          395.000       -605.000       1  0.0     1.0            253.492   1.0       0.0
 K2211_19          605.000       -605.000       1  0.0     1.0            210.000   1.0       0.0
 K2211_20          815.000       -605.000       1  0.0     1.0            210.000   1.0       0.0
 K2211_21         1025.000       -605.000       1  0.0     1.0            231.746   1.0       0.0
 K2211_22          605.000       -815.000       1  0.0     1.0            253.492   1.0       0.0
 K2211_23          815.000       -815.000       1  0.0     1.0            210.000   1.0       0.0
 K2211_24         1025.000       -815.000       1  0.0     1.0            231.746   1.0       0.0
 K2211_25          815.000      -1025.000       1  0.0     1.0            253.492   1.0       0.0
 K2211_26         1025.000      -1025.000       1  0.0     1.0            284.246   1.0       0.0
