 point             x              y          zone  nugget  sill           a         hanis     bearing
 4_1              1522.302       8725.879       1  0.0     1.0           1353.553   1.0       0.0
 4_2              2522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 4_3              3522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 4_4              4522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 4_5              5522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 4_6              6522.302       8725.879       1  0.0     1.0           1353.553   1.0       0.0
 4_7              1522.302       7725.879       1  0.0     1.0           1103.553   1.0       0.0
 4_8              2522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 4_9              3522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 4_10             4522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 4_11             5522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 4_12             6522.302       7725.879       1  0.0     1.0           1103.553   1.0       0.0
 4_13             1522.302       6725.879       1  0.0     1.0           1103.553   1.0       0.0
 4_14             2522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 4_15             3522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 4_16             4522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 4_17             5522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 4_18             6522.302       6725.879       1  0.0     1.0           1103.553   1.0       0.0
 4_19             1522.302       5725.879       1  0.0     1.0           1103.553   1.0       0.0
 4_20             2522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 4_21             3522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 4_22             4522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 4_23             5522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 4_24             6522.302       5725.879       1  0.0     1.0           1103.553   1.0       0.0
 4_25             1522.302       4725.879       1  0.0     1.0           1103.553   1.0       0.0
 4_26             2522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 4_27             3522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 4_28             4522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 4_29             5522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 4_30             6522.302       4725.879       1  0.0     1.0           1103.553   1.0       0.0
 4_31             1522.302       3725.879       1  0.0     1.0           1103.553   1.0       0.0
 4_32             2522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 4_33             3522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 4_34             4522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 4_35             5522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 4_36             6522.302       3725.879       1  0.0     1.0           1103.553   1.0       0.0
 4_37             1522.302       2725.879       1  0.0     1.0           1353.553   1.0       0.0
 4_38             2522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 4_39             3522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 4_40             4522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 4_41             5522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 4_42             6522.302       2725.879       1  0.0     1.0           1353.553   1.0       0.0
