 point             x              y          zone  nugget  sill           a         hanis     bearing
 K5_1              -25.000         25.000       1  0.0     1.0            284.246   1.0       0.0
 K5_2              185.000         25.000       1  0.0     1.0            231.746   1.0       0.0
 K5_3              395.000         25.000       1  0.0     1.0            231.746   1.0       0.0
 K5_4              605.000         25.000       1  0.0     1.0            231.746   1.0       0.0
 K5_5              815.000         25.000       1  0.0     1.0            231.746   1.0       0.0
 K5_6             1025.000         25.000       1  0.0     1.0            284.246   1.0       0.0
 K5_7              -25.000       -185.000       1  0.0     1.0            253.492   1.0       0.0
 K5_8              185.000       -185.000       1  0.0     1.0            210.000   1.0       0.0
 K5_9              395.000       -185.000       1  0.0     1.0            210.000   1.0       0.0
 K5_10             605.000       -185.000       1  0.0     1.0            210.000   1.0       0.0
 K5_11             815.000       -185.000       1  0.0     1.0            210.000   1.0       0.0
 K5_12            1025.000       -185.000       1  0.0     1.0            231.746   1.0       0.0
 K5_13             185.000       -395.000       1  0.0     1.0            253.492   1.0       0.0
 K5_14             395.000       -395.000       1  0.0     1.0            210.000   1.0       0.0
 K5_15             605.000       -395.000       1  0.0     1.0            210.000   1.0       0.0
 K5_16             815.000       -395.000       1  0.0     1.0            210.000   1.0       0.0
 K5_17            1025.000       -395.000       1  0.0     1.0            231.746   1.0       0.0
 K5_18             395.000       -605.000       1  0.0     1.0            253.492   1.0       0.0
 K5_19             605.000       -605.000       1  0.0     1.0            210.000   1.0       0.0
 K5_20             815.000       -605.000       1  0.0     1.0            210.000   1.0       0.0
 K5_21            1025.000       -605.000       1  0.0     1.0            231.746   1.0       0.0
 K5_22             605.000       -815.000       1  0.0     1.0            253.492   1.0       0.0
 K5_23             815.000       -815.000       1  0.0     1.0            210.000   1.0       0.0
 K5_24            1025.000       -815.000       1  0.0     1.0            231.746   1.0       0.0
 K5_25             815.000      -1025.000       1  0.0     1.0            253.492   1.0       0.0
 K5_26            1025.000      -1025.000       1  0.0     1.0            284.246   1.0       0.0
