 point             x              y          zone  nugget  sill           a         hanis     bearing
 K228_1            -25.000         25.000       2  0.0     1.0            284.246   1.0       0.0
 K228_2            185.000         25.000       2  0.0     1.0            253.492   1.0       0.0
 K228_3            -25.000       -185.000       2  0.0     1.0            231.746   1.0       0.0
 K228_4            185.000       -185.000       2  0.0     1.0            210.000   1.0       0.0
 K228_5            395.000       -185.000       2  0.0     1.0            253.492   1.0       0.0
 K228_6            -25.000       -395.000       2  0.0     1.0            231.746   1.0       0.0
 K228_7            185.000       -395.000       2  0.0     1.0            210.000   1.0       0.0
 K228_8            395.000       -395.000       2  0.0     1.0            210.000   1.0       0.0
 K228_9            605.000       -395.000       2  0.0     1.0            253.492   1.0       0.0
 K228_10           -25.000       -605.000       2  0.0     1.0            231.746   1.0       0.0
 K228_11           185.000       -605.000       2  0.0     1.0            210.000   1.0       0.0
 K228_12           395.000       -605.000       2  0.0     1.0            210.000   1.0       0.0
 K228_13           605.000       -605.000       2  0.0     1.0            210.000   1.0       0.0
 K228_14           815.000       -605.000       2  0.0     1.0            253.492   1.0       0.0
 K228_15           -25.000       -815.000       2  0.0     1.0            231.746   1.0       0.0
 K228_16           185.000       -815.000       2  0.0     1.0            210.000   1.0       0.0
 K228_17           395.000       -815.000       2  0.0     1.0            210.000   1.0       0.0
 K228_18           605.000       -815.000       2  0.0     1.0            210.000   1.0       0.0
 K228_19           815.000       -815.000       2  0.0     1.0            210.000   1.0       0.0
 K228_20          1025.000       -815.000       2  0.0     1.0            253.492   1.0       0.0
 K228_21           -25.000      -1025.000       2  0.0     1.0            284.246   1.0       0.0
 K228_22           185.000      -1025.000       2  0.0     1.0            231.746   1.0       0.0
 K228_23           395.000      -1025.000       2  0.0     1.0            231.746   1.0       0.0
 K228_24           605.000      -1025.000       2  0.0     1.0            231.746   1.0       0.0
 K228_25           815.000      -1025.000       2  0.0     1.0            231.746   1.0       0.0
 K228_26          1025.000      -1025.000       2  0.0     1.0            284.246   1.0       0.0
