 point             x              y          zone  nugget  sill           a         hanis     bearing
 POR_11_1         1522.302       8725.879       1  0.0     1.0           1353.553   1.0       0.0
 POR_11_2         2522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_11_3         3522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_11_4         4522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_11_5         5522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_11_6         6522.302       8725.879       1  0.0     1.0           1353.553   1.0       0.0
 POR_11_7         1522.302       7725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_11_8         2522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_11_9         3522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_11_10        4522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_11_11        5522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_11_12        6522.302       7725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_11_13        1522.302       6725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_11_14        2522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_11_15        3522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_11_16        4522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_11_17        5522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_11_18        6522.302       6725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_11_19        1522.302       5725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_11_20        2522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_11_21        3522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_11_22        4522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_11_23        5522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_11_24        6522.302       5725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_11_25        1522.302       4725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_11_26        2522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_11_27        3522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_11_28        4522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_11_29        5522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_11_30        6522.302       4725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_11_31        1522.302       3725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_11_32        2522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_11_33        3522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_11_34        4522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_11_35        5522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_11_36        6522.302       3725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_11_37        1522.302       2725.879       1  0.0     1.0           1353.553   1.0       0.0
 POR_11_38        2522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_11_39        3522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_11_40        4522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_11_41        5522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_11_42        6522.302       2725.879       1  0.0     1.0           1353.553   1.0       0.0
