 point             x              y          zone  nugget  sill           a         hanis     bearing
 COMPMA8_1        1522.302       8725.879       1  0.0     1.0           1353.553   1.0       0.0
 COMPMA8_2        2522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA8_3        3522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA8_4        4522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA8_5        5522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA8_6        6522.302       8725.879       1  0.0     1.0           1353.553   1.0       0.0
 COMPMA8_7        1522.302       7725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA8_8        2522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA8_9        3522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA8_10       4522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA8_11       5522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA8_12       6522.302       7725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA8_13       1522.302       6725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA8_14       2522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA8_15       3522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA8_16       4522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA8_17       5522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA8_18       6522.302       6725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA8_19       1522.302       5725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA8_20       2522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA8_21       3522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA8_22       4522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA8_23       5522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA8_24       6522.302       5725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA8_25       1522.302       4725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA8_26       2522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA8_27       3522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA8_28       4522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA8_29       5522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA8_30       6522.302       4725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA8_31       1522.302       3725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA8_32       2522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA8_33       3522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA8_34       4522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA8_35       5522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 COMPMA8_36       6522.302       3725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA8_37       1522.302       2725.879       1  0.0     1.0           1353.553   1.0       0.0
 COMPMA8_38       2522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA8_39       3522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA8_40       4522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA8_41       5522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 COMPMA8_42       6522.302       2725.879       1  0.0     1.0           1353.553   1.0       0.0
