 point             x              y          zone  nugget  sill           a         hanis     bearing
 K2212_1           -25.000         25.000       2  0.0     1.0            284.246   1.0       0.0
 K2212_2           185.000         25.000       2  0.0     1.0            253.492   1.0       0.0
 K2212_3           -25.000       -185.000       2  0.0     1.0            231.746   1.0       0.0
 K2212_4           185.000       -185.000       2  0.0     1.0            210.000   1.0       0.0
 K2212_5           395.000       -185.000       2  0.0     1.0            253.492   1.0       0.0
 K2212_6           -25.000       -395.000       2  0.0     1.0            231.746   1.0       0.0
 K2212_7           185.000       -395.000       2  0.0     1.0            210.000   1.0       0.0
 K2212_8           395.000       -395.000       2  0.0     1.0            210.000   1.0       0.0
 K2212_9           605.000       -395.000       2  0.0     1.0            253.492   1.0       0.0
 K2212_10          -25.000       -605.000       2  0.0     1.0            231.746   1.0       0.0
 K2212_11          185.000       -605.000       2  0.0     1.0            210.000   1.0       0.0
 K2212_12          395.000       -605.000       2  0.0     1.0            210.000   1.0       0.0
 K2212_13          605.000       -605.000       2  0.0     1.0            210.000   1.0       0.0
 K2212_14          815.000       -605.000       2  0.0     1.0            253.492   1.0       0.0
 K2212_15          -25.000       -815.000       2  0.0     1.0            231.746   1.0       0.0
 K2212_16          185.000       -815.000       2  0.0     1.0            210.000   1.0       0.0
 K2212_17          395.000       -815.000       2  0.0     1.0            210.000   1.0       0.0
 K2212_18          605.000       -815.000       2  0.0     1.0            210.000   1.0       0.0
 K2212_19          815.000       -815.000       2  0.0     1.0            210.000   1.0       0.0
 K2212_20         1025.000       -815.000       2  0.0     1.0            253.492   1.0       0.0
 K2212_21          -25.000      -1025.000       2  0.0     1.0            284.246   1.0       0.0
 K2212_22          185.000      -1025.000       2  0.0     1.0            231.746   1.0       0.0
 K2212_23          395.000      -1025.000       2  0.0     1.0            231.746   1.0       0.0
 K2212_24          605.000      -1025.000       2  0.0     1.0            231.746   1.0       0.0
 K2212_25          815.000      -1025.000       2  0.0     1.0            231.746   1.0       0.0
 K2212_26         1025.000      -1025.000       2  0.0     1.0            284.246   1.0       0.0
